,business_id,age,our_open,category,American,Mexican,Italian,Japanese,Chinese,Thai,Mediterranean,French,Vietnamese,Greek,Indian,Korean,Hawaiian,African,Spanish,Middle_eastern,Other
39,HJisBzwgGpCZu0ZkO8LFzA,0,1,Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,BZG9wxuhdSSPOPMbLdwu-A,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,iFofOanM-8rT21M0SHNjoA,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Z5Z3lzVfeuY4RShRdQiTzA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,RabRnRZeCMu_uGTnAUUTaA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,W1AyeoUpb_I-3itYKm9xTQ,0,1,Vietnamese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,S7H15yFkGSqKqThR1796nA,1,0,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,c5cf9MNOdJY33DOZz5Wtig,3,0,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,e9KCQvafAkKzg5-rb7Sihg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,yvtlcGIx4BbvUwraAJi3TQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,02PqL5zX-Wtf0-Sm9HLq5A,3,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,EwUahd4SYKdPH1p1Cpe5fg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Dh8R00m1wcCsUcm-Sflmlw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,o8DMdE-VAiUydUBJ2E6MZA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,LPYACwYAeHJdQIpxEtJYvw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,6cTKf8FQmizCx6KMIjS6OQ,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,zIrE7JvF0xVprDjbnL4PDQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,pWHQ0Ezf4a1oMO4ooD2iAw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4CApB_GqrraGweVr1FZtfQ,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,C2Sq5A2g7a56wwiqrQ0ucA,1,0,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,vQaeia1DeDPsGcJ6KgiyYQ,0,1,Japanese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5UrIw2HJe8Lbf2A_20inLg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,OJxWVI_240DS1Xyb-JK-uw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,XNPn1KRStDXxy7vc77Bp3w,0,1,Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63,Ymr0gtRtsRZZwgxpIlr0Wg,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,9ZSNkdVeZYdaM4jcGI2AAA,1,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,Dz8TNkbyOqiwUHeEdp9-bQ,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5Kklp6a7lggH2XQ2MSYANA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,LCyewI_7wrsro767VQ1whg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,ocFC2bOAKq_mbpiiAbO2Iw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,IRYlnMW-H9mildWeEH3asQ,2,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,WR26CbBpFcdDUJGu_wzuig,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1diwr6ycCvtBXR5vmnmNGg,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,CaSWqia1eKstpWFuQqq9pQ,2,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,T4GbWPx-KXi_6-xDrVT1BA,0,1,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5QzSq5x1pef5Jr5QWJ8sdw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,OlB0841vj4V7Wje5tTtLWA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,C0d5kzUx6C19mLcxQyhxCA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,Zvy84eugKRH9Vv3USE2Uwg,3,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,5fI9ZzqzRLnMNYoTMjUGGQ,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,aXEXEJsc4eMDFI19MpDvjQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,tUQOptBIGrpCi8f6l9QEbw,2,0,Greek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,fZ17X_m2hr1F1hbp3HcZhQ,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,wbSbtnJMZaz5D_lI-rOSww,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0agr_FyDdcMQtv-JCLOnhg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,NSnnUpMyby6L8ALJR3AQwQ,0,1,Mediterranean,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,2-oSI0gF8W5QTDn3D6zacQ,1,0,Hawaiian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,HSpFgxTcf9lihq1R-pcytQ,0,1,Vietnamese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,NY_oCeK6mqVz-oJfbD0c4A,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,l3lTVzvAH-bEligGjItMpg,3,0,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,g-6qv5f2Y4mVrsDD3JRkuQ,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,TmN0nt5zAvaarj5g-A7Hgw,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,CJRLceiJ-DsYRIpujRXVmw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,YZs1gNSh_sN8JmN_nrpxeA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,uDKMdG3RZlO69NMGVuOjfQ,3,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,NJ8niKoPNap0bBpKHgz70A,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,tKBUSPXiLVE3xQO-rokgzw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,7e6Xf2j3X2XdjsWRJ0PXvA,2,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,dQ80ktWSRj5UIk96bRUmWw,0,1,Indian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,Mvbfzj05yR5dH397_7XPQw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,0WPiOmaX2M7bFK3zG5SnKA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,5bc9-OLawv-HPNdkuhw4CQ,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,wBJMygTGdRIVFbl46-5f5g,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,S-66gQ7_Ls0tSEtLqGvG-g,2,0,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Vt19ATiZWFiaBxXtozU0OQ,1,0,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Z6W09yz3d_FU1VQubdd43w,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,EaHJ9kb6XTIQqddyAFdf-Q,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,4kgTFaD_1ZBN6BVloLmGyQ,0,1,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,K5vjhuSlKNTV7dwWQ7gStQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,2faLQhuvFdk-fHAg9lWXeA,2,0,Japanese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,ix_cr-CAOvPnsB84cqA36g,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,VO15t9gK-Tux64wo-R3V9w,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,czGZofEcgKpUpXwDlOs0RA,0,1,Spanish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,aM-FPdJicti_TzymjW3Usg,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,zvSUJ7J2-GcB-2E0W2ICbw,3,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,15Uf6zg9Xf_ER3tSP4ToUQ,1,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,_HjtaT4TMHwOoGG_pZmk1A,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,58Ca8hBklwLOgbXxWoTP3A,2,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,ZS1aXHjotpa-3SdYS20igg,0,1,Japanese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7zRhI9QZ72z09v_WZAOMEw,3,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,mE71Kja2XJq25-iQhGcdfA,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,MY0fwFJrIglF6UuloqZUBg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,vo1MjyIvHbAJ93PasKHIRg,0,1,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,jREzLrIEkc4jQKLfYMJ0gg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,8hcUTOcBmanoGdka9cNIFg,0,1,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,rKGC3pr0_L7UKoHeopsW4w,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,HPTr7IJeeftEx8fD8dGDDQ,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Y6MHlJ9U1rBNRf5BkyDTKw,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Ou18h60bGEviaxWys_ZVeQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,G-FI19sD78LEJXppn9FMDw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,iCpyXPsePXB_UqT4_hVqBg,0,1,Hawaiian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,PQ4vdBi1fBKP3fjyNqCv6w,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,ff9xAuZ3-9iljMexfkf3yA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,G39Atee-jAK_LWAkaWSL3g,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,_q8vjuE_nqHFW_ZOCW4u0g,2,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,UnNDTOGGAIxKfxA2fCAXaA,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7b7OOWYTm6bAzbFEWbV5Cg,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,SAo0amnP2FMzLh7eIKhstw,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,IhzJK4M2lXL-ZFB9rOvDCQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,bgNxDVtf2Hgre9JH4W0H3Q,0,1,Mediterranean,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,QRBfVSUKpqYTstxwV0xRzg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,FrNBTS9QBTK0mTUM6Sl3Lg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,pVBbYcNqoYT1ZXNUvynIRg,1,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,bTSV6N7nKu0Ai-L_ud_hEg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,XqNgfxyXP3kz8t3iG8ehZA,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,75HV-KqCtn_oHeiLiGlO_w,0,1,Spanish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,33ZceobgTIbQCWoKIu29bQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,0ZCypZ75IMxnczWwn5NHgA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,TQxHoUZNzVOoBnHm0aMkpA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,gVZ6ebhGwHaXbyd0hFkyUg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,nxll8nMclGurgoVEpQl44A,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,6wk-k-YJnU3rUM6JZrJsag,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,LIMEowbajPiyxBqj7PmJYQ,1,0,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,iFhzp-04HDd-3Gv90A7o3w,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,pd3ZfgzgN6ssR1H8Opq3uw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,mOnesB4IF9j6-ZmHoOHOig,0,1,Vietnamese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,I5USHl6e4juEcorOGi5M_A,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,9oFoOCTUsube8Tmi4YDQEA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,XNrAtQFU4vl9NA8GTlNonA,0,1,Vietnamese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,LUCmOKTK5Uh7eU84yJq3mQ,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,LzZ1IkDC0T5BjNeO9V2srQ,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,g8RrcJp2GwgslYh9v8-LMA,2,0,Thai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,FG-J4TXuqY5XGivjLB4dNg,3,0,Greek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,krplIjw6abcMLTaYTOB96Q,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,czTPdlFSAr7lB2qbSUl6Xg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,KJagWpMMQZ52mZfUabaR7Q,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,mlrNHMYtpJOnKBdcHFRsHg,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,-_GnwXmzC3DXsHR9nyaC2g,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,b0YJj4TzX05aH0wQc3Bkuw,0,1,Italian,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,KK-6rXbIo9B4-b_P5WO5Qg,0,1,Indian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,vJUTrk0-nm7JbNzPVcPo4A,0,1,Japanese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,qDyZQ6mT1JajQ7_Yj7PeLw,0,1,Japanese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,TzjM11qH5IhmM-MIAJFOew,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,4sfF1paqVfXvzAIdzs6MQg,0,1,Japanese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,PvsrQOlk1T6reEzpXzRmCw,0,1,Greek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174,5UUSpN6XMp0jVFbm6WLrTQ,1,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5_RnnLBKO-5vpb4iiFAvBQ,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176,ZS9fesNdnWI2Aa38BGk2EA,2,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,VCAF8Elw1pR2e2AoE-rEMQ,3,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Y-3Ime0PeO6H2yZVEWK97w,3,0,Indian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,P2bibaW6DSwnCpjVXbsZQQ,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,IMPUvXzYKkw55mirwg0tug,2,0,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Hfei5dF6Lce6J0qw0l9pyQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,N_sZ_nR1eI2hBnILDjDYGQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,OC5kki_SlY6vB3Lc3-4rDA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,F6b_O4-wtd3956YOvAoerg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,pc1PkDBggUSNU73jONdqHw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,-yHV1-HmaTWf0ipbkrYkfw,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,7CXy5h3u_aWsK9qov6B4rg,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,md7ltKwRVr5FUtR8ozAB8A,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,uAAWnxoZ4vXup2pLbSlQWg,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,eDAQ_dfy-bik-GWg20_CUw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,vzSXdDYtnm_F_x1hY2UVVw,0,1,Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,7iU8fc5BcQi7BJNBOWjKkA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,pqHjfLOf5x-On4rm73OIEA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,FfdeektRyavsPjz9EfAALg,2,0,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,pENVEVg27X87YPOqeEdiDg,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,TP0_HnsbEzhz6gMj9iyTFA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,ZcKPVeC5LHn9EAhNxTnh_w,0,1,Mediterranean,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
198,CLsofV1elOTsbMYmKBIUxA,0,1,Mediterranean,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,cybaAN8vVY9MKpZBGX9XjA,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,m659W6eXvZpki-kT_Dp8Sg,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,_vZaZfkGeqobna24PI40aA,2,0,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,cjWJiayDTSQtBTgsndrQ2w,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,EtNKIIIy5HojTyTBkwMSrA,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,sFSGfeoQJ3JMqlCIcxxmeA,0,1,Mexican,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,-L69Ix0-xX4BlHA61fGvrQ,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,veyWHcNGBJJoEtAUX3gZqw,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,Z-URyf2TJT1Ay-Sp1cVGOw,0,1,American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,lIXsFNSHZmhfD0dlbV4lSg,0,1,Greek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
