,business_id,name,address,city,state,postal_code,latitude,longitude,stars,is_open,operation_years,American,Mexican,Italian,Japanese,Chinese,Thai,Mediterranean,French,Vietnamese,Greek,Indian,Korean,Hawaiian,African,Spanish,Middle_eastern,Other,age,review_count_16_19,review_normalized,pos,neg,neutral,pos_norm,neg_norm,neutral_norm,bi_goodfood_text,bi_goodloc_text,bi_bad_text,Delivery,RestaurantsPriceRange2,OutdoorSeating,HasTV,Touristy,Hipster,Romantic,Divey,Intimate,Trendy,Upscale,Classy,Casual,Alc_None_served,Alc_beer_and_wine,Alc_full_bar,open_breakfast,open_lunch,open_dinner,open_hours_meals,displayed_open_hours
10,T55nNWr06T492oDUh0R8bQ,Cilantro's,1025 W Stassney Ln,Austin,TX,78745,30.2100611,-97.7868812,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,1.17,12.0,1.0,1.0,1.0,0.08,0.08,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11,_rt-Z934kfFzgG19nTrIcQ,Pelons Tex-Mex,802 Red River St,Austin,TX,78701,30.2688384,-97.7365492,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,203,25.38,118.0,58.0,27.0,14.75,7.25,3.38,54,47,10,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
12,JT4iSwV0aAlK68SCRNImZg,Picosso,2410 E 7th St,Austin,TX,78702,30.2613776,-97.7142394,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,7.0,14.0,0.0,0.0,7.0,0.0,0.0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1
13,z6JaSGEBzdUArV3_EeLobQ,Prelog's European Kitchen & Bar,"360 Nueces St W 3rd St, 360 Tower",Austin,TX,78701,30.2671222873,-97.7500280758,4.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,47,23.5,41.0,3.0,3.0,20.5,1.5,1.5,14,4,4,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,J8Ha6yIvGoU-E31jnCq7Ew,Barley Swine,"6555 Burnet Rd, Ste 400",Austin,TX,78757,30.3412737662,-97.7383886364,4.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,429,42.9,352.0,38.0,39.0,35.2,3.8,3.9,116,51,28,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
15,zZIWHmITwqaC8OhnPkjEIQ,"Snooze, an A.M. Eatery","3800 North Lamar Blvd, Ste 120",Austin,TX,78756,30.3059071,-97.7431556,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,812,203.0,605.0,109.0,98.0,151.25,27.25,24.5,193,147,94,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,2,1
16,S72ahVmIDe-6TyUpE7vAbQ,Taco Cabana,"2201 Speedway, University of Texas Student Activity Center",Austin,TX,78712,30.2848948,-97.7367519,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1.29,0.0,7.0,2.0,0.0,1.0,0.29,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
17,pCg4oRweZQnoXo2j7_-BqQ,Hote1e1even,1123 East 11th St,Austin,TX,78702,30.2687289671,-97.7283888839,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,2.75,9.0,1.0,1.0,2.25,0.25,0.25,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,w89ay2pZDTd-3cJsRlx22Q,SquareRüt Kava Bar,5000 N Lamar Blvd,Austin,TX,78756,30.318749,-97.73152,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,2.5,9.0,5.0,1.0,1.5,0.83,0.17,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
19,YKwVqpzIUv97eH-67_8kHA,Starbucks,"12400 State Hwy 71 W, Ste 710",Austin,TX,78738,30.304773,-97.934122,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,2.4,3.0,18.0,3.0,0.3,1.8,0.3,1,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
20,mW4zQv4EMCWvBm-w2DDsmw,Taco-Miendo,2015 W Parmer Ln,Austin,TX,78727,30.415048,-97.6956507,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,9.75,37.0,2.0,0.0,9.25,0.5,0.0,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
21,n4OfDk1DVonztaP1dOiu0Q,Jersey Mike's,1212 Interstate 35 Frontage Rd,Kyle,TX,78640,30.0128409558,-97.8621921541,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1.67,2.0,3.0,0.0,0.67,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,2nhlPok44wss9C_nGWKEiw,Tempura Halal Indo- Pak Grill Austin,9310 N Lamar Blvd,Austin,TX,78753,30.3625187,-97.6984345,3.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,50,12.5,25.0,19.0,6.0,6.25,4.75,1.5,17,5,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
23,tmvswVDr4n56EjWq_RptBA,Gusto Italian Kitchen & Wine Bar,4800 Burnet Rd,Austin,TX,78756,30.3183136593,-97.7399416283,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,133,16.62,96.0,22.0,15.0,12.0,2.75,1.88,53,23,15,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1
24,lITQyMEAaDhLoeeviOGbSw,Domino's Pizza,"101 Hall Professional Ctr, Ste D",Kyle,TX,78640,30.014288,-97.8909972,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,1.33,7.0,4.0,1.0,0.78,0.44,0.11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
25,2SbmgX5eHK4EMaIJmO1qbw,Song La,411 W 23rd St,Austin,TX,78705,30.2861986,-97.7425615,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,88,17.6,81.0,2.0,5.0,16.2,0.4,1.0,36,11,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
26,4THc7ojs6ppNHKhLl74www,Rice Bowl Cafe,"11220 N Lamar Blvd, Ste C 306",Austin,TX,78753,30.382482,-97.688518,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,288,28.8,202.0,64.0,22.0,20.2,6.4,2.2,75,35,16,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
27,DSEsFWzM3UCq54E2X0P9Zg,Mangieri's Pizza Cafe,5900 W Slaughter Ln,Austin,TX,78749,30.2013359078,-97.8789947359,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,93,6.64,63.0,18.0,12.0,4.5,1.29,0.86,14,26,5,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
28,4XLSNVJcveUz2P8cck9OZA,Tacos Durango,11900 Metric Blvd,Austin,TX,78758,30.3998349099,-97.704408969,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,3.86,24.0,2.0,1.0,3.43,0.29,0.14,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1
29,MYmjlLFFhlybZF5mU17Cjw,Osio,2901 S Capital Of Texas Hwy,Austin,TX,78746,30.2574765541,-97.8075747663,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,70,6.36,54.0,9.0,7.0,4.91,0.82,0.64,15,6,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1
30,cmFvz2m5NIyq9PAo4-qCGA,1776 Cheesesteak,1505 Town Creek Dr,Austin,TX,78741,30.2416861,-97.7268397,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,14.8,53.0,14.0,7.0,10.6,2.8,1.4,6,3,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,3,1
31,XovcJKKqZJ2js8LpO9An-g,Hoek's Death Metal Pizza,1606 E 6th St,Austin,TX,78701,30.2631068,-97.7259456,4.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,23,1.77,14.0,6.0,3.0,1.08,0.46,0.23,0,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
32,l5BVLjKzSCQMHNz24tGUcw,Dine,111 E Cesar Chavez,Austin,TX,78701,30.262789,-97.743965,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,18.67,39.0,13.0,4.0,13.0,4.33,1.33,23,10,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1
33,AvodWkE8KeDVIjIKqqgT7w,Mandola's Italian,"12815 Shops Pkwy, Ste 400",Bee Cave,TX,78738,30.3051207251,-97.9419097938,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,130,13.0,85.0,29.0,16.0,8.5,2.9,1.6,30,24,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
34,_jYt69Zx1SUo_V9z0m7Ljg,IPIC Austin,3225 Amy Donovan Plz,Austin,TX,78758,30.3963343059,-97.7279426739,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,233,25.89,104.0,93.0,36.0,11.56,10.33,4.0,32,36,23,0,3,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,2,1
35,oug5bLTWP_YTtj1C3_X6Xw,Gourdough's Public House,2700 S Lamar Blvd,Austin,TX,78704,30.245382,-97.780437,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,815,101.88,654.0,92.0,69.0,81.75,11.5,8.62,152,131,40,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
36,bZiIIUcpgxh8mpKMDhdqbA,Hopdoddy Burger Bar,"1400 S Congress Ave, Ste A190",Austin,TX,78704,30.249649,-97.749907,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1440,144.0,1206.0,100.0,134.0,120.6,10.0,13.4,270,166,79,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
37,p99DZXmdF7smudK9FnlC9A,Spartan Pizza,1007 E 6th St,Austin,TX,78702,30.2649398,-97.7320932,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,93,8.45,61.0,23.0,9.0,5.55,2.09,0.82,9,4,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
38,5N4bHv9sTm1JsDqhDWz-tA,Jack in the Box,1151 Airport Blvd,Austin,TX,78702,30.2741741,-97.6977226138,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0.54,1.0,6.0,0.0,0.08,0.46,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,HJisBzwgGpCZu0ZkO8LFzA,Buffet Palace,4608 West Gate Blvd,Austin,TX,78745,30.2302574,-97.8013229,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,222,15.86,140.0,49.0,33.0,10.0,3.5,2.36,53,34,19,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1
40,BZG9wxuhdSSPOPMbLdwu-A,The Green Mesquite BBQ,"9900 S Interstate 35, Ste M700",Austin,TX,78748,30.1550518,-97.792394,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,7.0,28.0,34.0,8.0,2.8,3.4,0.8,15,6,5,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1
41,iFofOanM-8rT21M0SHNjoA,Zuzu Handmade Mexican Food,"5770 N Mo Pac Expy, Ste 500",Austin,TX,78731,30.3393019527,-97.755399438,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,81,5.79,39.0,27.0,15.0,2.79,1.93,1.07,21,12,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1
42,Z5Z3lzVfeuY4RShRdQiTzA,Alta's Cafe,74 Trinity St,Austin,TX,78701,30.2605183045,-97.7417610627,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,94,13.43,51.0,28.0,15.0,7.29,4.0,2.14,6,15,7,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1
43,RabRnRZeCMu_uGTnAUUTaA,Wild Chix & Waffles,7714 Burnet Rd,Austin,TX,78757,30.3544629162,-97.7323084688,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,512,128.0,360.0,79.0,73.0,90.0,19.75,18.25,122,62,31,0,2,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,2,1
44,W1AyeoUpb_I-3itYKm9xTQ,Little China,"1921 Cedar Bend Dr, Ste A101",Austin,TX,78758,30.407461,-97.697616,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,83,6.38,65.0,18.0,0.0,5.0,1.38,0.0,16,9,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
45,S7H15yFkGSqKqThR1796nA,The Violet Taco,7612 Brodie Ln,Austin,TX,78749,30.2069381,-97.8355681,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,7.67,17.0,5.0,1.0,5.67,1.67,0.33,2,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,c5cf9MNOdJY33DOZz5Wtig,Trattoria Toscano,"2009 Main St, Ste 100",Lakeway,TX,78734,30.3461170612,-97.9664918727,3.5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,22.75,56.0,20.0,15.0,14.0,5.0,3.75,28,20,14,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1
47,e9KCQvafAkKzg5-rb7Sihg,Cain and Abel's,2313 Rio Grande St,Austin,TX,78705,30.2876707,-97.744488,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,2.93,20.0,18.0,3.0,1.43,1.29,0.21,1,4,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
48,yvtlcGIx4BbvUwraAJi3TQ,Skull & Cakebones,"3991 E Hwy 290, Unit A",Dripping Springs,TX,78620,30.1971781,-98.0232472,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,71,10.14,58.0,9.0,4.0,8.29,1.29,0.57,6,5,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,1
49,02PqL5zX-Wtf0-Sm9HLq5A,Sonic Drive-In,"11801 US Hwy 290 W, Bldg B",Austin,TX,78737,30.2126280911,-97.9664853215,1.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,33,2.75,2.0,31.0,0.0,0.17,2.58,0.0,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
50,EwUahd4SYKdPH1p1Cpe5fg,Hyde Park Bar & Grill Central,4206 Duval St,Austin,TX,78751,30.3042243,-97.72667,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,148,10.57,98.0,30.0,20.0,7.0,2.14,1.43,50,34,15,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
51,Dh8R00m1wcCsUcm-Sflmlw,El Sunzal Restaurant,642 Calles St,Austin,TX,78702,30.2600693,-97.7121184,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,51,3.92,35.0,14.0,2.0,2.69,1.08,0.15,9,11,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3,1
52,o8DMdE-VAiUydUBJ2E6MZA,The Chugging Monkey,219 E 6th St,Austin,TX,78701,30.2672438,-97.7408003,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,2.79,23.0,11.0,5.0,1.64,0.79,0.36,5,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
53,LPYACwYAeHJdQIpxEtJYvw,Barlata Tapas Bar,"1500 S Lamar Blvd, Ste 150",Austin,TX,78704,30.252228308,-97.7644667172,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,270,38.57,162.0,57.0,51.0,23.14,8.14,7.29,138,51,26,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
54,6cTKf8FQmizCx6KMIjS6OQ,FD's Grillhouse,15119 N Interstate 35 Frontage Rd,Pflugerville,TX,78660,30.443802,-97.666837,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,201,15.46,131.0,48.0,22.0,10.08,3.69,1.69,60,33,15,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1
55,zIrE7JvF0xVprDjbnL4PDQ,J Clips,900 E Braker Ln,Austin,TX,78753,30.3767376,-97.6731221,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,1.0,2.0,6.0,0.0,0.25,0.75,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
56,pWHQ0Ezf4a1oMO4ooD2iAw,Bert's BBQ,907 W 24th St,Austin,TX,78705,30.2879027,-97.7473784,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,2.0,25.0,2.0,1.0,1.79,0.14,0.07,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1
57,4CApB_GqrraGweVr1FZtfQ,El Primo,2101 S 1st St,Austin,TX,78704,30.2446406,-97.7572255,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,87,7.25,81.0,5.0,1.0,6.75,0.42,0.08,5,5,4,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1
58,C2Sq5A2g7a56wwiqrQ0ucA,Daito,2716 1/2 Guadalupe St,Austin,TX,78705,30.2930620401,-97.7417749939,4.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,70,23.33,54.0,7.0,9.0,18.0,2.33,3.0,18,7,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
59,vQaeia1DeDPsGcJ6KgiyYQ,Sushi Junai 2,2500 W Parmer Ln,Austin,TX,78727,30.4221802191,-97.7017020062,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,359,89.75,244.0,79.0,36.0,61.0,19.75,9.0,90,70,29,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
60,5UrIw2HJe8Lbf2A_20inLg,Trifecta On 3rd,"360 Nueces St, Ste 30",Austin,TX,78701,30.2673094,-97.7499037,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,1.1,10.0,0.0,1.0,1.0,0.0,0.1,5,2,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
61,OJxWVI_240DS1Xyb-JK-uw,San Francisco Bakery & Café,"2900 W Anderson Ln, Ste L",Austin,TX,78757,30.3594731453,-97.7355980968,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,97,6.93,78.0,9.0,10.0,5.57,0.64,0.71,18,14,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1
62,XNPn1KRStDXxy7vc77Bp3w,Seoulju Korean Kitchen & Bar,"9515 N Lamar Blvd, Ste 230",Austin,TX,78753,30.3647897513,-97.6944978228,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,185,30.83,169.0,8.0,8.0,28.17,1.33,1.33,55,38,16,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
63,Ymr0gtRtsRZZwgxpIlr0Wg,Tacodeli,"7301 Burnet Rd, Ste 100",Austin,TX,78757,30.3487159938,-97.7351448406,4.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,139,23.17,111.0,19.0,9.0,18.5,3.17,1.5,19,15,4,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1
64,9ZSNkdVeZYdaM4jcGI2AAA,Subway,11211 US Highway 290 E,Manor,TX,78653,30.3483196,-97.5552285,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1.0,1.0,5.0,0.0,0.17,0.83,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,Dz8TNkbyOqiwUHeEdp9-bQ,El Buen Mercado,14300 FM 969,Austin,TX,78724,30.2481550415,-97.5839580348,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.43,1.0,2.0,0.0,0.14,0.29,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1
66,5Kklp6a7lggH2XQ2MSYANA,School House Pub,2207 Manor Rd,Austin,TX,78722,30.284213,-97.718819,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,8.0,40.0,10.0,6.0,5.71,1.43,0.86,34,4,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
67,LCyewI_7wrsro767VQ1whg,Kneaded Pleasures Cafe & Pizza,3573 Far W Blvd,Austin,TX,78731,30.3533776,-97.7548795,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,47,3.36,14.0,26.0,7.0,1.0,1.86,0.5,5,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1
68,ocFC2bOAKq_mbpiiAbO2Iw,Chef Gil's Catering,,Austin,TX,78665,30.267153,-97.7430608,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,1.83,10.0,1.0,0.0,1.67,0.17,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1
